"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"860Z200US22815","ZCTA5 22815","2437","217","207","106","78","55","25","36","30","31","0","19","23","25","129","97","84","98","8","13","76","97","0","19","0","19","45","36","11","19","13","20","8","14","13","18","2230","207","1819","219","227","85","507","134","506","158","579","139","411","151","186","103","6","9","119","73","61","61","0","19","225","103","15","23","67","75","81","76","62","44",
"860Z200US22820","ZCTA5 22820","63","41","6","10","0","13","0","13","0","13","0","13","0","13","6","10","0","13","0","13","0","13","0","13","0","13","6","10","0","13","6","10","0","13","0","13","57","42","38","38","8","14","7","12","0","13","23","31","19","29","0","13","0","13","0","13","0","13","0","13","19","29","0","13","19","29","0","13","0","13",
"860Z200US22821","ZCTA5 22821","1669","233","73","56","18","19","12","16","6","10","0","19","0","19","55","53","30","36","0","19","24","34","6","10","0","19","25","28","21","28","4","6","0","19","0","19","1596","238","1379","244","373","186","349","95","277","86","380","111","217","81","127","68","7","12","48","40","24","24","48","47","90","58","0","19","62","56","26","17","2","4",
"860Z200US22824","ZCTA5 22824","1625","231","101","67","56","39","0","19","31","27","25","29","0","19","45","56","0","19","0","19","0","19","0","19","0","19","45","56","0","19","32","55","13","11","0","19","1524","204","1102","158","66","48","315","108","386","114","335","105","422","153","298","141","91","79","140","95","37","34","30","27","124","55","24","35","41","30","51","31","8","12",
"860Z200US22827","ZCTA5 22827","2786","270","94","75","30","24","0","21","26","23","4","8","0","21","64","70","0","21","0","21","0","21","0","21","0","21","64","70","0","21","64","70","0","21","0","21","2692","262","2271","236","240","79","966","163","686","177","379","111","421","143","164","85","5","8","104","69","28","28","27","35","257","114","32","21","81","53","88","86","56","41",
"860Z200US22830","ZCTA5 22830","653","181","54","41","0","13","0","13","0","13","0","13","0","13","54","41","13","17","0","13","13","17","0","13","0","13","41","38","0","13","26","30","15","23","0","13","599","181","382","154","15","21","191","132","106","84","70","52","217","109","62","58","7","12","6","12","0","13","49","61","155","93","69","65","33","41","0","13","53","72",
"860Z200US22831","ZCTA5 22831","160","61","9","15","9","15","0","13","9","15","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","151","62","105","44","7","10","37","25","32","29","29","21","46","37","25","28","0","13","15","23","10","17","0","13","21","30","0","13","0","13","21","30","0","13",
"860Z200US22832","ZCTA5 22832","263","69","14","24","14","24","0","13","14","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","249","67","231","68","15","15","29","25","57","42","130","58","18","22","10","17","0","13","0","13","10","17","0","13","8","13","0","13","0","13","8","13","0","13",
"860Z200US22834","ZCTA5 22834","383","97","7","10","7","10","0","13","7","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","376","97","339","93","13","15","122","69","41","41","163","79","37","38","0","13","0","13","0","13","0","13","0","13","37","38","0","13","7","11","30","36","0","13",
"860Z200US22835","ZCTA5 22835","2977","302","148","90","81","75","0","21","16","17","52","63","13","17","67","57","59","54","23","37","12","17","24","37","0","21","8","14","0","21","0","21","0","21","8","14","2829","292","2156","278","269","144","801","206","564","187","522","152","673","165","158","76","27","31","83","53","32","37","16","25","515","154","24","28","201","129","204","94","86","68",
"860Z200US22840","ZCTA5 22840","1507","229","44","30","4","7","0","13","0","13","4","7","0","13","40","27","0","13","0","13","0","13","0","13","0","13","40","27","0","13","14","16","20","20","6","10","1463","227","1266","206","6","13","164","91","376","125","720","178","197","105","42","46","0","13","31","44","11","17","0","13","155","97","96","76","16","20","38","49","5","10",
"860Z200US22841","ZCTA5 22841","892","181","20","27","5","8","0","13","5","8","0","13","0","13","15","27","0","13","0","13","0","13","0","13","0","13","15","27","0","13","0","13","15","27","0","13","872","194","741","195","89","65","317","192","119","52","216","88","131","69","50","41","7","10","3","4","38","40","2","3","81","49","2","4","29","25","32","35","18","20",
"860Z200US22842","ZCTA5 22842","1378","166","172","70","57","45","15","11","32","41","10","16","0","19","115","55","48","47","0","19","46","47","0","19","2","4","67","39","7","12","38","32","22","23","0","19","1206","144","943","132","52","29","393","111","266","86","232","72","263","73","96","56","16","18","37","21","34","46","9","14","167","56","19","19","61","30","68","36","19","18",
"860Z200US22843","ZCTA5 22843","742","153","7","12","7","12","0","13","7","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","735","153","629","147","102","47","211","91","152","81","164","96","106","59","52","60","11","17","41","58","0","13","0","13","54","47","0","13","11","18","21","23","22","37",
"860Z200US22844","ZCTA5 22844","1132","190","83","62","62","60","0","13","52","60","10","16","0","13","21","20","0","13","0","13","0","13","0","13","0","13","21","20","0","13","14","16","7","12","0","13","1049","200","831","187","18","17","352","143","204","90","257","87","218","81","54","36","13","21","22","31","0","13","19","26","164","81","10","13","67","59","69","49","18","24",
"860Z200US22845","ZCTA5 22845","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22846","ZCTA5 22846","574","155","7","12","7","12","0","13","7","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","567","154","481","147","20","33","113","85","117","77","231","98","86","72","32","39","0","13","20","34","0","13","12","19","54","60","0","13","28","43","26","43","0","13",
"860Z200US22847","ZCTA5 22847","147","57","34","35","13","18","0","13","13","18","0","13","0","13","21","28","17","27","17","27","0","13","0","13","0","13","4","7","4","7","0","13","0","13","0","13","113","45","101","37","12","14","36","24","46","33","7","12","12","19","0","13","0","13","0","13","0","13","0","13","12","19","0","13","0","13","12","19","0","13",
"860Z200US22849","ZCTA5 22849","1344","206","125","69","1","3","0","19","0","19","1","3","0","19","124","68","64","55","34","43","30","35","0","19","0","19","60","40","21","21","20","23","19","27","0","19","1219","191","1083","202","61","39","510","143","401","122","111","83","136","65","33","32","0","19","33","32","0","19","0","19","103","58","4","7","23","21","71","47","5","9",
"860Z200US22850","ZCTA5 22850","373","123","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","373","123","338","116","42","50","103","64","95","46","98","89","35","46","6","11","6","11","0","13","0","13","0","13","29","44","0","13","29","44","0","13","0","13",
"860Z200US22851","ZCTA5 22851","1401","196","79","45","35","31","26","27","9","14","0","19","0","19","44","32","10","14","0","19","7","13","3","5","0","19","34","26","13","15","20","22","0","19","1","3","1322","197","1080","161","163","96","550","140","291","108","76","40","242","99","153","85","23","28","94","67","0","19","36","45","89","38","19","19","44","30","25","15","1","2",
"860Z200US22853","ZCTA5 22853","1264","157","73","43","16","19","0","19","11","18","5","7","0","19","57","39","15","18","5","8","10","16","0","19","0","19","42","35","8","12","24","28","10","16","0","19","1191","166","901","152","117","81","338","76","306","93","140","72","290","107","66","48","34","34","18","22","14","21","0","19","224","91","34","28","80","47","87","77","23","17",
"860Z200US22901","ZCTA5 22901","8799","542","318","143","64","56","38","48","10","19","0","28","16","21","254","126","44","44","0","28","0","28","30","37","14","22","210","113","0","28","41","49","162","99","7","12","8481","534","6670","436","226","114","482","157","894","183","5068","425","1811","279","554","245","33","43","123","112","73","67","325","196","1257","224","328","120","129","95","317","132","483","150",
"860Z200US22902","ZCTA5 22902","5943","600","235","97","26","29","0","25","0","25","8","12","18","26","209","100","0","25","0","25","0","25","0","25","0","25","209","100","29","42","84","72","50","49","46","52","5708","591","4317","567","231","131","489","168","689","218","2908","427","1391","272","503","179","62","68","60","57","116","83","265","119","888","209","68","54","190","86","308","122","322","153",
"860Z200US22903","ZCTA5 22903","6997","483","827","224","191","122","117","99","14","24","0","28","60","55","636","177","78","68","14","22","0","28","20","29","44","53","558","168","32","40","257","122","215","109","54","63","6170","455","4676","390","207","99","367","144","383","127","3719","339","1494","340","678","267","27","35","6","12","202","117","443","213","816","213","26","29","144","100","279","125","367","133",
"860Z200US22904","ZCTA5 22904","13","16","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","16","13","16","0","19","0","19","0","19","13","16","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"860Z200US22908","ZCTA5 22908","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22911","ZCTA5 22911","4968","430","175","79","71","57","19","20","17","28","26","39","9","16","104","64","12","21","12","21","0","21","0","21","0","21","92","64","11","18","47","48","7","11","27","30","4793","425","4133","354","47","43","376","143","765","245","2945","325","660","281","66","66","0","21","18","16","11","15","37","58","594","264","16","27","0","21","267","204","311","126",
"860Z200US22920","ZCTA5 22920","1096","187","44","45","11","19","0","13","0","13","11","19","0","13","33","40","10","17","0","13","0","13","10","17","0","13","23","37","0","13","23","37","0","13","0","13","1052","191","976","201","10","18","235","105","174","86","557","156","76","63","31","38","0","13","13","25","0","13","18","28","45","48","0","13","0","13","0","13","45","48",
"860Z200US22922","ZCTA5 22922","480","177","45","49","27","36","0","13","6","10","21","34","0","13","18","32","0","13","0","13","0","13","0","13","0","13","18","32","0","13","18","32","0","13","0","13","435","172","394","155","45","51","118","93","65","57","166","104","41","43","0","13","0","13","0","13","0","13","0","13","41","43","28","38","13","23","0","13","0","13",
"860Z200US22923","ZCTA5 22923","1898","372","226","245","37","61","0","19","30","60","0","19","7","14","189","239","0","19","0","19","0","19","0","19","0","19","189","239","0","19","189","239","0","19","0","19","1672","295","1510","294","47","44","184","101","483","174","796","226","162","72","33","24","0","19","22","20","0","19","11","14","129","69","0","19","34","34","51","58","44","34",
"860Z200US22931","ZCTA5 22931","58","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","58","40","23","26","0","13","0","13","14","22","9","13","35","30","19","23","0","13","0","13","0","13","19","23","16","19","7","16","0","13","0","13","9","14",
"860Z200US22932","ZCTA5 22932","2414","331","133","105","32","37","0","19","0","19","10","15","22","34","101","95","0","19","0","19","0","19","0","19","0","19","101","95","0","19","0","19","24","36","77","75","2281","320","1947","312","12","19","132","87","172","96","1631","290","334","117","10","30","6","22","0","19","0","19","4","19","324","115","0","19","40","47","148","94","136","79",
"860Z200US22935","ZCTA5 22935","205","111","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","205","111","192","104","0","13","29","30","42","51","121","86","13","22","0","13","0","13","0","13","0","13","0","13","13","22","0","13","13","22","0","13","0","13",
"860Z200US22936","ZCTA5 22936","1767","265","35","35","8","14","0","19","0","19","8","14","0","19","27","34","7","13","0","19","0","19","0","19","7","13","20","32","0","19","20","32","0","19","0","19","1732","253","1472","241","22","27","129","89","186","94","1135","221","260","109","113","78","0","19","92","74","5","14","16","16","147","84","0","19","0","19","112","77","35","37",
"860Z200US22937","ZCTA5 22937","416","138","16","26","0","13","0","13","0","13","0","13","0","13","16","26","0","13","0","13","0","13","0","13","0","13","16","26","0","13","0","13","16","26","0","13","400","137","353","141","35","36","76","59","161","122","81","43","47","46","0","13","0","13","0","13","0","13","0","13","47","46","6","10","34","44","7","12","0","13",
"860Z200US22938","ZCTA5 22938","230","99","10","17","10","17","0","13","0","13","0","13","10","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","220","97","169","82","0","13","71","59","33","34","65","45","51","44","20","26","15","24","0","13","5","12","0","13","31","39","0","13","8","13","0","13","23","36",
